INSTANCE: MO1

TOTAL GENERATION IS: 250

-------------------------------------------------------------------------------------------------------------------------

ROUND 1:
Generation, best, average, variance, time(s)
0 6478.76224 8530.0113645 609307.0194905736 0.004997730255126953
1 2800.8725000000004 7963.710332500003 446046.6020297354 0.01255178451538086
2 1819.70755 7876.363526 677167.7830210518 0.019022703170776367
3 1435.40356 7626.075845900001 655462.7219968181 0.02515387535095215
4 1384.74313 5686.3474107 678136.1822749996 0.030984878540039062
5 1379.7163899999998 5660.147259000001 628517.576736738 0.03744196891784668
6 1378.88308 5639.5170883 595690.3966324753 0.04297184944152832
7 1366.16514 5357.187861700001 584826.2593441944 0.04834461212158203
8 1366.16514 5081.6354783 542858.3134554048 0.05391573905944824
9 1316.34874 5049.911726699999 535030.443502947 0.05965280532836914
10 1316.34874 4743.9080631 468688.2678310587 0.06504702568054199
11 1316.34874 4734.8006968 456846.4651134991 0.07071185111999512
12 1316.34874 4723.706838099999 446888.76624344813 0.07644486427307129
13 1316.34874 4722.8278156 445406.8688725835 0.08175468444824219
14 1316.34874 4625.3558355 424755.6651728393 0.08719778060913086
15 1316.34874 4383.8263194 393785.1784759034 0.09228181838989258
16 1316.34874 4378.9222338 389840.07164218853 0.09752583503723145
17 1316.34874 4163.2260858 385645.61714012385 0.1026468276977539
18 1316.34874 4026.965334 276484.20591685775 0.1078188419342041
19 1316.34874 3934.765993 299731.88341812335 0.11311578750610352
20 1316.34874 3814.9291776000005 251199.8789185971 0.11825680732727051
21 1316.34874 3706.3214862 199576.82047101107 0.1234288215637207
22 1316.34874 3702.7833173 197613.67892945028 0.1285717487335205
23 1316.34874 3684.9469825 201829.8340810524 0.13393282890319824
24 1316.34874 3620.8676670000004 200765.38406050685 0.1390857696533203
25 1316.34874 3618.6558387000005 200909.06430858266 0.14477896690368652
26 1316.34874 3596.4580739000003 202098.45696663833 0.1502668857574463
27 1316.34874 3508.6171863 188339.76244461638 0.15571093559265137
28 1316.34874 3413.1279683000002 187645.4544781275 0.16092276573181152
29 1316.34874 3412.6353253 187652.87652603112 0.1667308807373047
30 1316.34874 3411.8350934 187295.72178476263 0.17258286476135254
31 1316.34874 3411.8350934 187295.72178476263 0.17771482467651367
32 1316.34874 3409.311978 183654.53702476647 0.182966947555542
